"id","bank_id","base_rate","region_id","region_group","mortgage_type","real_estate_type","object_type","benefit_program","loan_term_min","loan_term_max","income_confirmation","loan_amount_min","loan_amount_max","down_payment_rate_min","down_payment_rate_max","has_life_insurance","is_not_citizen","employment_type","registration_type","is_active","created_at","shadow_id"
100051,6,12.30,{},regions,mortgage,"{newBuilding,secondary}",{carPlace},noProgram,120,180,{noConfirmation},500000,100000,30.00,99.99,"{true,false}",{false},"{entrepreneur,businessOwner,selfEmployed,employee}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100051
100493,7,11.99,{},regions_gte_million,mortgage,{secondary},"{flat,apartments}",noProgram,36,360,{confirmation},300000,50000000,15.00,99.99,"{true,false}",{false},"{employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100493
100494,7,12.24,{},regions_gte_million,mortgage,{secondary},"{flat,apartments}",noProgram,36,360,{confirmation},300000,50000000,15.00,99.99,"{true,false}",{false},"{entrepreneur,businessOwner}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100494
100495,7,11.99,{},regions_gte_million,mortgage,{secondary},"{flat,apartments}",noProgram,36,360,{noConfirmation},300000,20000000,20.00,99.99,"{true,false}",{false},"{employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100495
100496,7,12.24,{},regions_gte_million,mortgage,{secondary},"{flat,apartments}",noProgram,36,360,{noConfirmation},300000,20000000,20.00,99.99,"{true,false}",{false},"{entrepreneur,businessOwner}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100496
100041,6,12.20,{},any,mortgage,{secondary},"{flat,apartments}",noProgram,120,360,{confirmation},500000,20000000,20.00,99.99,"{true,false}",{false},"{entrepreneur,businessOwner,selfEmployed,employee}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100041
100040,6,12.20,{},any,mortgage,{newBuilding},"{flat,apartments}",noProgram,120,360,{confirmation},500000,20000000,20.00,99.99,"{true,false}",{false},"{entrepreneur,businessOwner,selfEmployed,employee}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100040
419,4,12.65,{},regions_gte_million,mortgage,"{newBuilding,secondary}",{carPlace},noProgram,36,420,{noConfirmation},300000,10000000,30.00,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,selfEmployed,employee}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,419
100043,6,13.20,{},any,mortgage,{secondary},"{flat,apartments}",noProgram,120,360,{noConfirmation},500000,6000000,30.00,99.99,"{true,false}",{false},"{entrepreneur,businessOwner,selfEmployed,employee}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100043
937,1,4.80,{},regions_lte_million,mortgage,{houseBuilding},{house},it,36,360,{confirmation},600000,15000000,30.00,99.99,"{true,false}",{false},{employee},"{permanent,temporary,noRegistration}",false,2023-10-05 03:00:00.000 +0300,101200
100497,7,11.99,{},regions_gte_million,mortgage,{newBuilding},"{flat,apartments}",noProgram,36,360,{confirmation},300000,50000000,20.00,99.99,"{true,false}",{false},"{employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100497
100498,7,12.24,{},regions_gte_million,mortgage,{newBuilding},"{flat,apartments}",noProgram,36,360,{confirmation},300000,50000000,20.00,99.99,"{true,false}",{false},"{entrepreneur,businessOwner}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100498
100499,7,11.99,{},regions_gte_million,mortgage,{newBuilding},"{flat,apartments}",noProgram,36,360,{noConfirmation},300000,20000000,20.00,99.99,"{true,false}",{false},"{employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100499
100500,7,11.99,{},regions_gte_million,mortgage,{newBuilding},"{flat,apartments}",noProgram,36,360,{noConfirmation},300000,20000000,20.00,99.99,"{true,false}",{false},"{entrepreneur,businessOwner}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100500
100501,7,11.99,{},regions_gte_million,mortgage,{secondary},{house},noProgram,96,360,"{confirmation,noConfirmation}",600000,10000000,40.00,99.99,"{true,false}",{false},"{employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100501
100502,7,12.24,{},regions_gte_million,mortgage,{secondary},{house},noProgram,96,360,"{confirmation,noConfirmation}",600000,10000000,40.00,99.99,"{true,false}",{false},"{entrepreneur,businessOwner}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100502
100503,7,11.99,{},regions_gte_million,refinancing,{secondary},{house},noProgram,96,360,"{confirmation,noConfirmation}",600000,10000000,40.00,99.99,"{true,false}",{false},"{employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100503
100504,7,12.24,{},regions_gte_million,refinancing,{secondary},{house},noProgram,96,360,"{confirmation,noConfirmation}",600000,10000000,40.00,99.99,"{true,false}",{false},"{entrepreneur,businessOwner}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100504
100505,7,11.99,{},regions_gte_million,refinancing,{secondary},"{flat,apartments}",noProgram,96,360,{confirmation},300000,50000000,15.00,99.99,"{true,false}",{false},"{employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100505
100506,7,12.24,{},regions_gte_million,refinancing,{secondary},"{flat,apartments}",noProgram,96,360,{confirmation},300000,50000000,15.00,99.99,"{true,false}",{false},"{entrepreneur,businessOwner}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100506
100507,7,11.99,{},regions_gte_million,refinancing,{secondary},"{flat,apartments}",noProgram,96,360,{noConfirmation},300000,50000000,20.00,99.99,"{true,false}",{false},"{employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100507
100508,7,12.24,{},regions_gte_million,refinancing,{secondary},"{flat,apartments}",noProgram,96,360,{noConfirmation},300000,50000000,20.00,99.99,"{true,false}",{false},"{entrepreneur,businessOwner}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100508
100509,7,11.99,{},regions_gte_million,refinancing,{newBuilding},"{flat,apartments}",noProgram,96,360,"{confirmation,noConfirmation}",300000,50000000,20.00,99.99,"{true,false}",{false},"{employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100509
100510,7,12.24,{},regions_gte_million,refinancing,{newBuilding},"{flat,apartments}",noProgram,96,360,"{confirmation,noConfirmation}",300000,50000000,20.00,99.99,"{true,false}",{false},"{entrepreneur,businessOwner}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100510
1221,4,17.20,"{1,4593,2,4588}",,mortgage,{secondary},{house},noProgram,36,420,{confirmation},600000,30000000,30.10,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,selfEmployed,employee}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101564
1222,4,17.20,{},regions,mortgage,{secondary},{house},noProgram,36,420,{confirmation},300000,15000000,30.10,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,selfEmployed,employee}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101565
1225,4,17.35,"{1,4593,2,4588}",,mortgage,{houseBuilding},{house},noProgram,36,420,{confirmation},600000,30000000,20.10,30.09,"{true,false}",{false},"{businessOwner,entrepreneur,selfEmployed,employee}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101568
1226,4,17.35,{},regions,mortgage,{houseBuilding},{house},noProgram,36,420,{confirmation},300000,15000000,20.10,30.09,"{true,false}",{false},"{businessOwner,entrepreneur,selfEmployed,employee}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101569
1227,4,17.20,"{1,4593,2,4588}",,mortgage,{houseBuilding},{house},noProgram,36,420,{confirmation},600000,30000000,30.10,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,selfEmployed,employee}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101570
1228,4,17.20,{},regions,mortgage,{houseBuilding},{house},noProgram,36,420,{confirmation},300000,15000000,30.10,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,selfEmployed,employee}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101571
1251,4,16.30,"{1,4593,2,4588}",,mortgage,"{newBuilding,secondary}","{flat,apartments}",noProgram,36,420,{confirmation},600000,50000000,20.10,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,selfEmployed,employee}","{permanent,temporary,noRegistration}",true,2023-11-03 19:00:00.000 +0300,101688
1252,4,16.30,{},regions,mortgage,"{newBuilding,secondary}","{flat,apartments}",noProgram,36,420,{confirmation},300000,20000000,20.10,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,selfEmployed,employee}","{permanent,temporary,noRegistration}",true,2023-11-03 19:00:00.000 +0300,101689
1253,4,17.20,{},regions,mortgage,{secondary},{house},noProgram,36,420,{confirmation},300000,15000000,20.10,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,selfEmployed,employee}","{permanent,temporary,noRegistration}",true,2023-11-03 19:00:00.000 +0300,101690
1254,4,17.20,"{1,4593,2,4588}",,mortgage,{secondary},{house},noProgram,36,420,{confirmation},600000,30000000,20.10,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,selfEmployed,employee}","{permanent,temporary,noRegistration}",true,2023-11-03 19:00:00.000 +0300,101691
1255,4,17.20,"{1,4593,2,4588}",,mortgage,{houseBuilding},{house},noProgram,36,420,{confirmation},600000,30000000,20.10,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,selfEmployed,employee}","{permanent,temporary,noRegistration}",true,2023-11-03 19:00:00.000 +0300,101692
1256,4,17.20,{},regions,mortgage,{houseBuilding},{house},noProgram,36,420,{confirmation},300000,15000000,20.10,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,selfEmployed,employee}","{permanent,temporary,noRegistration}",true,2023-11-03 19:00:00.000 +0300,101693
814,6,15.20,{},any,mortgage,{secondary},"{flat,apartments}",noProgram,12,360,{confirmation},500000,50000000,30.00,99.99,"{true,false}",{false},"{entrepreneur,businessOwner,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-10-04 00:00:00.000 +0300,101077
420,4,13.65,"{1,4593,2,4588}",,refinancing,"{newBuilding,secondary}","{flat,apartments}",noProgram,36,420,{confirmation},600000,50000000,10.00,14.99,"{true,false}",{false},"{businessOwner,entrepreneur,selfEmployed,employee}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,420
421,4,13.65,{},regions,refinancing,"{newBuilding,secondary}","{flat,apartments}",noProgram,36,420,{confirmation},300000,20000000,10.00,14.99,"{true,false}",{false},"{businessOwner,entrepreneur,selfEmployed,employee}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,421
422,4,13.15,"{1,4593,2,4588}",,refinancing,"{newBuilding,secondary}","{flat,apartments}",noProgram,36,420,{confirmation},600000,50000000,15.00,19.99,"{true,false}",{false},"{businessOwner,entrepreneur,selfEmployed,employee}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,422
423,4,13.15,{},regions,refinancing,"{newBuilding,secondary}","{flat,apartments}",noProgram,36,420,{confirmation},300000,20000000,15.00,19.99,"{true,false}",{false},"{businessOwner,entrepreneur,selfEmployed,employee}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,423
66,5,4.60,{},regions_gte_million,mortgage,{newBuilding},{flat},it,36,360,"{confirmation,noConfirmation}",500000,30000000,15.00,89.90,"{true,false}",{false},{employee},"{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,66
168,9,13.90,{},regions,mortgage,{secondary},{house},noProgram,12,360,{noConfirmation},500000,15000000,20.00,39.99,"{true,false}",{false},{employee},"{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,168
816,6,16.20,{},any,mortgage,{secondary},"{flat,apartments}",noProgram,12,360,{noConfirmation},500000,6000000,50.00,99.99,"{true,false}",{false},{employee},"{permanent,temporary,noRegistration}",false,2023-10-04 00:00:00.000 +0300,101079
169,9,13.70,{},regions,mortgage,{secondary},{house},noProgram,12,360,{noConfirmation},500000,15000000,40.00,99.99,"{true,false}",{false},{employee},"{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,169
100055,1,12.39,"{1,4593,2,4588}",,mortgage,{newBuilding},"{flat,apartments}",noProgram,36,360,{confirmation},600000,70000000,15.00,19.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100055
100056,1,12.39,{},regions,mortgage,{newBuilding},"{flat,apartments}",noProgram,36,360,{confirmation},600000,35000000,15.00,19.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100056
100057,1,11.89,"{1,4593,2,4588}",,mortgage,{newBuilding},"{flat,apartments}",noProgram,36,360,{confirmation},600000,70000000,20.00,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100057
100058,1,11.89,{},regions,mortgage,{newBuilding},"{flat,apartments}",noProgram,36,360,{confirmation},600000,35000000,20.00,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100058
100059,1,12.39,"{1,4593,2,4588}",,mortgage,{newBuilding},"{flat,apartments}",noProgram,36,360,{noConfirmation},600000,30000000,15.00,19.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100059
100060,1,12.39,{},regions,mortgage,{newBuilding},"{flat,apartments}",noProgram,36,360,{noConfirmation},600000,15000000,15.00,19.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100060
100061,1,11.89,"{1,4593,2,4588}",,mortgage,{newBuilding},"{flat,apartments}",noProgram,36,360,{noConfirmation},600000,30000000,20.00,39.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100061
100062,1,11.89,{},regions,mortgage,{newBuilding},"{flat,apartments}",noProgram,36,360,{noConfirmation},600000,15000000,20.00,39.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100062
100063,1,11.89,"{1,4593,2,4588}",,mortgage,{newBuilding},"{flat,apartments}",noProgram,36,360,{noConfirmation},600000,50000000,40.00,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100063
100064,1,11.89,{},regions,mortgage,{newBuilding},"{flat,apartments}",noProgram,36,360,{noConfirmation},600000,30000000,40.00,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100064
100075,1,12.39,"{1,4593,2,4588}",,mortgage,{secondary},"{flat,apartments}",noProgram,36,360,{confirmation},600000,70000000,15.00,19.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100075
100076,1,12.39,{},regions,mortgage,{secondary},"{flat,apartments}",noProgram,36,360,{confirmation},600000,35000000,15.00,19.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100076
100077,1,11.89,"{1,4593,2,4588}",,mortgage,{secondary},"{flat,apartments}",noProgram,36,360,{confirmation},600000,70000000,20.00,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100077
100078,1,11.89,{},regions,mortgage,{secondary},"{flat,apartments}",noProgram,36,360,{confirmation},600000,35000000,20.00,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100078
100079,1,12.39,"{1,4593,2,4588}",,mortgage,{secondary},"{flat,apartments}",noProgram,36,360,{noConfirmation},600000,30000000,15.00,19.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100079
100080,1,12.39,{},regions,mortgage,{secondary},"{flat,apartments}",noProgram,36,360,{noConfirmation},600000,15000000,15.00,19.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-04-04 18:18:03.000 +0300,100080
1089,1,5.00,{},regions_gte_million,mortgage,{newBuilding},{flat},it,36,360,{confirmation},600000,30000000,20.10,99.99,"{true,false}",{false},{employee},"{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101432
1090,1,5.00,{},regions_lte_million,mortgage,{newBuilding},{flat},it,36,360,{confirmation},600000,15000000,20.10,99.99,"{true,false}",{false},{employee},"{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101433
1091,1,5.00,{},regions_gte_million,mortgage,{houseBuilding},{house},it,36,360,{confirmation},600000,30000000,30.00,99.99,"{true,false}",{false},{employee},"{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101434
1092,1,5.00,{},regions_lte_million,mortgage,{houseBuilding},{house},it,36,360,{confirmation},600000,15000000,30.00,99.99,"{true,false}",{false},{employee},"{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101435
1093,1,8.00,"{1,4593,2,4588}",,mortgage,{newBuilding},{flat},governmentSupport2020,36,360,"{confirmation,noConfirmation}",600000,30000000,20.10,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101436
1094,1,8.00,{},,mortgage,{newBuilding},{flat},governmentSupport2020,36,360,"{confirmation,noConfirmation}",600000,12000000,20.10,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101437
1095,1,8.00,"{1,4593,2,4588}",,mortgage,{houseBuilding},{house},governmentSupport2020,36,360,"{confirmation,noConfirmation}",600000,30000000,30.00,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101438
1096,1,8.00,{},regions,mortgage,{houseBuilding},{house},governmentSupport2020,36,360,"{confirmation,noConfirmation}",600000,12000000,30.00,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101439
1097,1,6.00,"{1,4593,2,4588}",,mortgage,{newBuilding},{flat},family,36,360,"{confirmation,noConfirmation}",600000,30000000,20.10,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101440
1098,1,6.00,{},regions,mortgage,{newBuilding},{flat},family,36,360,"{confirmation,noConfirmation}",600000,15000000,20.10,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101441
1099,1,6.00,"{1,4593,2,4588}",,mortgage,{houseBuilding},{house},family,36,360,"{confirmation,noConfirmation}",600000,30000000,30.00,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101442
1100,1,6.00,{},regions,mortgage,{houseBuilding},{house},family,36,360,"{confirmation,noConfirmation}",600000,15000000,30.00,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101443
1101,1,6.00,"{1,4593,2,4588}",,refinancing,{newBuilding},{flat},family,36,360,"{confirmation,noConfirmation}",600000,12000000,20.10,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101444
1102,1,6.00,{},regions,refinancing,{newBuilding},{flat},family,36,360,"{confirmation,noConfirmation}",600000,6000000,20.10,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101445
1103,1,16.59,"{1,4593,2,4588}",,mortgage,"{newBuilding,secondary}","{flat,apartments}",noProgram,36,360,{confirmation},600000,70000000,20.10,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101446
930,1,15.59,"{1,4593,2,4588}",,refinancing,{secondary},{house},noProgram,36,360,"{confirmation,noConfirmation}",600000,30000000,50.00,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-10-05 03:00:00.000 +0300,101193
1104,1,16.59,{},regions,mortgage,"{newBuilding,secondary}","{flat,apartments}",noProgram,36,360,{confirmation},600000,35000000,20.10,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101447
1105,1,16.59,"{1,4593,2,4588}",,mortgage,"{newBuilding,secondary}","{flat,apartments}",noProgram,36,360,{noConfirmation},600000,30000000,20.10,39.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101448
1106,1,16.59,{},regions,mortgage,"{newBuilding,secondary}","{flat,apartments}",noProgram,36,360,{noConfirmation},600000,15000000,20.10,39.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101449
1107,1,16.59,"{1,4593,2,4588}",,mortgage,"{newBuilding,secondary}","{flat,apartments}",noProgram,36,360,{noConfirmation},600000,50000000,40.00,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101450
1108,1,16.59,{},regions,mortgage,"{newBuilding,secondary}","{flat,apartments}",noProgram,36,360,{noConfirmation},600000,30000000,40.00,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101451
1109,1,17.09,"{1,4593,2,4588}",,mortgage,{secondary},{house},noProgram,36,360,{confirmation},600000,70000000,30.00,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101452
1110,1,17.09,{},regions,mortgage,{secondary},{house},noProgram,36,360,{confirmation},600000,35000000,30.00,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101453
1111,1,17.09,"{1,4593,2,4588}",,mortgage,{secondary},{house},noProgram,36,360,{noConfirmation},600000,30000000,30.00,39.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101454
1112,1,17.09,{},regions,mortgage,{secondary},{house},noProgram,36,360,{noConfirmation},600000,15000000,30.00,39.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101455
1113,1,17.09,"{1,4593,2,4588}",,mortgage,{secondary},{house},noProgram,36,360,{noConfirmation},600000,50000000,40.00,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101456
1114,1,16.69,"{1,4593,2,4588}",,refinancing,"{newBuilding,secondary}","{flat,apartments}",noProgram,36,360,{confirmation},600000,70000000,20.10,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101458
1115,1,16.69,{},regions,refinancing,"{newBuilding,secondary}","{flat,apartments}",noProgram,36,360,{confirmation},600000,35000000,20.10,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101459
1116,1,16.69,"{1,4593,2,4588}",,refinancing,"{newBuilding,secondary}","{flat,apartments}",noProgram,36,360,{noConfirmation},600000,30000000,30.00,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101460
1117,1,16.69,{},regions,refinancing,"{newBuilding,secondary}","{flat,apartments}",noProgram,36,360,{noConfirmation},600000,15000000,30.00,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101461
1118,1,17.19,"{1,4593,2,4588}",,refinancing,{secondary},{house},noProgram,36,360,"{confirmation,noConfirmation}",600000,30000000,30.00,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101462
998,2,15.49,"{1,4593,2,4588}",,mortgage,{secondary},"{flat,apartments}",noProgram,36,360,{confirmation},6000000,20000000,40.00,84.99,"{true,false}",{false},"{entrepreneur,businessOwner}","{permanent,temporary,noRegistration}",false,2023-10-16 03:00:00.000 +0300,101341
999,2,15.99,{},regions,mortgage,{secondary},"{flat,apartments}",noProgram,36,360,{confirmation},900000,6000000,40.00,84.99,"{true,false}",{false},"{entrepreneur,businessOwner}","{permanent,temporary,noRegistration}",false,2023-10-16 03:00:00.000 +0300,101342
1119,1,17.19,{},regions,refinancing,{secondary},{house},noProgram,36,360,"{confirmation,noConfirmation}",600000,15000000,30.00,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101463
1120,1,17.09,{},regions,mortgage,{secondary},{house},noProgram,36,360,{noConfirmation},600000,30000000,40.00,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101457
1272,1,16.59,{},regions,mortgage,"{newBuilding,secondary}","{flat,apartments}",noProgram,36,360,{confirmation},600000,35000000,20.10,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,employee,selfEmployed}","{permanent,temporary,noRegistration}",false,2023-11-10 14:39:16.984 +0300,101709
