"id","bank_id","base_rate","region_id","region_group","mortgage_type","real_estate_type","object_type","benefit_program","loan_term_min","loan_term_max","income_confirmation","loan_amount_min","loan_amount_max","down_payment_rate_min","down_payment_rate_max","has_life_insurance","is_not_citizen","employment_type","registration_type","is_active","created_at","shadow_id","updated_at"
1197,4,5.85,"{1,4593,2,4588}",,refinancing,{newBuilding},{flat},family,36,420,"{confirmation,noConfirmation}",600000,12000000,30.10,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,selfEmployed,employee}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101540,2023-11-03 19:00:00.000 +0300
1198,4,5.85,{},regions,refinancing,{newBuilding},{flat},family,36,420,"{confirmation,noConfirmation}",300000,6000000,30.10,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,selfEmployed,employee}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101541,2023-11-03 19:00:00.000 +0300
1199,4,8.00,"{1,4593,2,4588}",,mortgage,{newBuilding},{flat},governmentSupport2020,36,420,{confirmation},600000,12000000,20.10,30.09,"{true,false}",{false},"{businessOwner,entrepreneur,selfEmployed,employee}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101542,2023-11-03 19:00:00.000 +0300
1200,4,8.00,{},regions,mortgage,{newBuilding},{flat},governmentSupport2020,36,420,{confirmation},300000,6000000,20.10,30.09,"{true,false}",{false},"{businessOwner,entrepreneur,selfEmployed,employee}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101543,2023-11-03 19:00:00.000 +0300
1201,4,7.85,"{1,4593,2,4588}",,mortgage,{newBuilding},{flat},governmentSupport2020,36,420,"{confirmation,noConfirmation}",600000,12000000,30.10,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,selfEmployed,employee}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101544,2023-11-03 19:00:00.000 +0300
1202,4,7.85,{},regions,mortgage,{newBuilding},{flat},governmentSupport2020,36,420,"{confirmation,noConfirmation}",300000,6000000,30.10,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,selfEmployed,employee}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101545,2023-11-03 19:00:00.000 +0300
1203,4,5.00,{},regions_lte_million,mortgage,{newBuilding},{flat},it,36,420,{confirmation},600000,9000000,20.10,30.09,"{true,false}",{false},{employee},"{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101546,2023-11-03 19:00:00.000 +0300
1204,4,5.00,{},regions_gte_million,mortgage,{newBuilding},{flat},it,36,420,{confirmation},600000,18000000,20.10,30.09,"{true,false}",{false},{employee},"{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101547,2023-11-03 19:00:00.000 +0300
1205,4,4.85,{},regions_lte_million,mortgage,{newBuilding},{flat},it,36,420,{confirmation},600000,9000000,30.10,99.99,"{true,false}",{false},{employee},"{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101548,2023-11-03 19:00:00.000 +0300
1207,4,4.90,{},regions_lte_million,mortgage,{houseBuilding},{house},it,36,420,{confirmation},600000,9000000,20.10,30.09,"{true,false}",{false},{employee},"{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101550,2023-11-03 19:00:00.000 +0300
1208,4,4.90,{},regions_gte_million,mortgage,{houseBuilding},{house},it,36,420,{confirmation},600000,18000000,20.10,30.09,"{true,false}",{false},{employee},"{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101551,2023-11-03 19:00:00.000 +0300
1209,4,4.75,{},regions_lte_million,mortgage,{houseBuilding},{house},it,36,420,{confirmation},600000,9000000,30.10,99.99,"{true,false}",{false},{employee},"{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101552,2023-11-03 19:00:00.000 +0300
1210,4,4.75,{},regions_gte_million,mortgage,{houseBuilding},{house},it,36,420,{confirmation},600000,18000000,30.10,99.99,"{true,false}",{false},{employee},"{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101553,2023-11-03 19:00:00.000 +0300
1215,4,17.30,"{1,4593,2,4588}",,mortgage,"{newBuilding,secondary}","{flat,apartments}",noProgram,36,420,{noConfirmation},600000,30000000,30.10,99.99,"{true,false}",{false},"{businessOwner,entrepreneur,selfEmployed,employee}","{permanent,temporary,noRegistration}",false,2023-11-03 19:00:00.000 +0300,101558,2023-11-03 19:00:00.000 +0300
